Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Renewal,Premium (3yrs),Recommended Insurance,Page_Visits_Health,Page_Visits_Auto,Page_Visits_Home,Page_Visits_Life,Time_Spent_Health,Time_Spent_Auto
65420,528,Samuel Quinn,906.356.5436x442,cheryl56@example.net,66,Female,Single,3,Lake Jesseport,Energy manager,1,Natural Disaster,22,4,Home Insurance A,Full,2025-05-02,3709,Disability Insurance,20,19,8,12,93,56
82016,950,Dawn Ramsey,(277)860-8681,jorge20@example.com,66,Male,Married,5,Kevinbury,Warehouse manager,3,Accident,18,4,Home Insurance A,Full,2026-02-10,4163,Accident Insurance,4,5,18,14,36,48
20417,507,Christine Colon,266-976-8427x5275,loganharper@example.com,67,Male,Single,5,Crystalville,Environmental manager,2,Natural Disaster,33,1,Health Insurance C,Partial,2024-08-20,4225,Hospital indemnity insurance,7,20,0,12,15,4
93569,341,Michelle Guzman,(228)678-9282x591,campbellpaul@example.com,53,Male,Married,3,South Angelaburgh,Armed forces training and education officer,1,Theft,44,1,Auto Insurance B,Full,2025-10-17,4355,Health Insurance,7,1,4,13,73,33
21751,997,Mrs. Angel Miller DVM,001-555-886-0682x0466,thomaslaura@example.com,25,Female,Married,0,Kennethberg,Dentist,3,Accident,21,4,Auto Insurance B,Full,2026-05-18,2941,Hospital indemnity insurance,11,18,17,5,50,33
78026,863,Stephanie Miller DDS,001-466-258-0614x55517,unguyen@example.net,65,Female,Married,1,Longbury,Quality manager,1,Theft,24,6,Auto Insurance B,Partial,2024-11-15,2637,Critical illness Insurance,3,14,10,3,54,108
87516,405,David Castro,921.267.1524x077,dean33@example.com,25,Female,Single,3,Jenkinsville,Advertising art director,0,Natural Disaster,7,8,Health Insurance C,Partial,2025-01-20,1407,Disability Insurance,15,13,15,2,31,53
48293,928,Caroline Shaw,242.415.6813x24054,robertsonshaun@example.net,61,Male,Married,0,Ericchester,Press sub,0,Natural Disaster,34,8,Auto Insurance B,Full,2025-05-25,1289,Disability Insurance,13,3,9,17,63,42
63745,391,Arthur Krause,4253250046,newtonpaul@example.org,54,Female,Married,2,Andreaport,Acupuncturist,3,Theft,22,7,Home Insurance A,Full,2025-05-21,2439,Critical illness Insurance,6,5,17,4,74,1
50764,612,Aaron Knight,+1-454-584-4182x8829,richardweber@example.com,53,Female,Married,1,Wilsonberg,Theme park manager,3,Theft,18,10,Auto Insurance B,Full,2025-02-19,2124,Hospital indemnity insurance,0,14,9,1,5,44
36642,199,Veronica Long,620-394-1312x211,martinnichole@example.com,30,Male,Married,5,Mitchellmouth,"Surveyor, rural practice",1,Natural Disaster,66,4,Health Insurance C,Full,2024-11-21,1717,Health Insurance,8,3,16,2,81,107
