Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs),Fraud
12618,941,Melissa Baker,538.714.8946,chad33@example.com,25,Female,Single,4,North Melindamouth,Estate agent,5,Auto,No,1,No,Full,3066,1
71771,146,Sara Nguyen,617.478.7627,privers@example.net,35,Female,Married,1,Port Jade,Manufacturing systems engineer,3,Health,Yes,5,No,Full,2755,0
26274,218,Chelsea Fuller,742-948-6775,gordonjake@example.org,53,Male,Single,5,Wallerville,"Accountant, chartered management",0,Auto,Yes,0,Yes,Full,2957,0
60274,597,Steven Lopez,935-976-8484x44349,geraldmclaughlin@example.org,66,Female,Single,2,Phillipberg,Systems analyst,2,Home,No,5,No,Full,3480,1
45462,476,Katherine Mendoza,815.666.4795x0379,gailsims@example.com,39,Female,Single,1,New Carol,Broadcast journalist,5,Home,Yes,0,Yes,Full,2979,0
79611,842,Rebecca Bennett,(557)694-9524x80797,mejiatara@example.net,49,Male,Single,1,Nicoleberg,Brewing technologist,3,Health,Yes,5,Yes,Full,3544,0
67560,593,Jose Williamson,771-204-0412x53279,lisa58@example.net,50,Male,Single,1,New Lisastad,"Development worker, international aid",0,Home,No,1,Yes,Full,3530,0
31938,784,Eric Klein,(944)835-4981x366,fperkins@example.com,50,Female,Married,1,New David,Ship broker,2,Home,No,2,Yes,Full,2660,0
59192,928,Devin King,870.529.0113x310,carrolllonnie@example.org,46,Male,Single,0,Villegasmouth,Intelligence analyst,2,Auto,Yes,2,No,Partial,2877,1
87759,117,Adrian Stewart,+1-341-290-7754,joellyons@example.org,37,Male,Married,4,Dianeside,"Therapist, horticultural",5,Home,Yes,1,Yes,Partial,1086,0
61106,268,Joshua Jones,(209)680-8774,gregory51@example.com,37,Female,Married,5,Joetown,"Surveyor, planning and development",2,Health,No,1,Yes,Partial,1728,0
10683,323,Scott Smith,+1-217-780-0320x27966,carla90@example.org,43,Female,Married,5,Simpsonfurt,Interpreter,1,Auto,No,3,Yes,Full,3867,0
87408,708,David Yu,(739)589-2605x791,haynestanner@example.org,51,Female,Married,1,Port Diane,Event organiser,3,Health,Yes,4,Yes,Partial,4244,0
53718,809,Wanda Boyd,+1-443-954-1166,mathew04@example.org,56,Male,Single,4,Lake Evelyn,Structural engineer,1,Health,No,1,No,Partial,1129,1
97547,314,Stacy Ingram,248-780-6525,daniel51@example.org,51,Female,Single,4,North Teresaside,"Administrator, local government",2,Health,Yes,3,Yes,Full,1330,0
60478,864,Donald Ramirez,+1-503-584-9404,brittanymartinez@example.org,21,Female,Single,5,Port Jasonside,Communications engineer,5,Auto,Yes,3,No,Partial,3682,1
95442,211,Gregory Reed,256-413-7142,kjohnson@example.net,64,Male,Single,1,Gonzalezport,Higher education lecturer,1,Home,Yes,2,Yes,Full,3301,1
81526,891,Timothy Garcia,321-942-7027,allenalexis@example.org,38,Female,Single,0,Brooksland,"Engineer, drilling",4,Health,Yes,3,Yes,Partial,2283,1
12462,227,Christine Robertson,(549)405-8890x62624,wjones@example.net,55,Male,Single,3,South Brettberg,Lobbyist,1,Health,Yes,0,Yes,Full,4996,1
29226,274,Christine Robertson,875-899-2491x1325,bmorrow@example.com,46,Male,Single,0,Port Jenny,Health and safety adviser,2,Health,No,3,Yes,Partial,1424,1
98351,893,Todd Richardson,809-745-8054,johnathantaylor@example.net,32,Female,Single,1,Shermanland,Recycling officer,4,Auto,No,0,Yes,Partial,4427,0
85519,215,Ronald Chapman,(965)670-9584,rgardner@example.net,35,Male,Married,0,Lake Katherineview,Sports administrator,3,Health,Yes,1,No,Partial,4022,0
37880,245,Regina Lowery,450.852.5575,karen09@example.org,54,Male,Single,3,Morrisonstad,Geoscientist,3,Home,Yes,1,No,Partial,3526,1
72070,961,Michael Kerr,+1-321-316-1346x0878,leslieknapp@example.net,39,Male,Married,5,North Leahview,Energy engineer,0,Auto,Yes,2,Yes,Full,3367,0
80408,951,Dawn Duarte,001-564-667-1900x675,roberthicks@example.com,32,Female,Married,3,North Rachaelborough,Private music teacher,0,Health,No,0,Yes,Full,1091,0
86322,587,Tina Brooks,988.962.6610,karenharrell@example.com,29,Male,Single,5,East Timothymouth,"Social research officer, government",5,Health,Yes,5,Yes,Full,4254,1
35240,923,Dr. Sandra Whitney,(987)340-7494x51893,jenkinsscott@example.net,54,Male,Single,4,Port Joanna,"Engineer, land",4,Auto,No,5,Yes,Partial,4337,1
76994,500,Allen Berger,612.939.3068x534,cmason@example.org,50,Male,Married,1,New Annefort,"Education officer, community",4,Auto,Yes,0,Yes,Partial,2775,0
23681,580,Jorge Williamson,001-405-345-1978x47256,gary30@example.org,50,Female,Single,1,Floresbury,"Engineer, broadcasting (operations)",4,Home,Yes,5,Yes,Partial,4376,1
84764,536,Matthew Daniel,378.964.6275x045,michelle63@example.org,68,Male,Married,5,East Gabrielle,Educational psychologist,3,Auto,Yes,2,Yes,Partial,4862,0
63764,519,Lauren Anderson,736.446.8705,ysaunders@example.org,31,Female,Married,2,South Andreaburgh,Government social research officer,3,Health,No,4,No,Full,3937,0
21672,943,Amber Rosario,001-738-611-5055x1672,richardsonscott@example.net,41,Male,Single,5,North Melissa,Academic librarian,5,Home,Yes,5,Yes,Partial,3410,1
60575,155,Jacqueline Compton,4059279100,taylorjessica@example.net,38,Male,Single,3,Port Gregoryberg,Graphic designer,5,Health,No,4,No,Partial,3753,0
28329,233,Wendy Walsh,001-255-416-0189x4163,kimberly37@example.net,50,Female,Married,3,Carmenmouth,Chief Financial Officer,4,Home,Yes,1,Yes,Partial,3209,1
44610,736,Chelsea Taylor,839.540.9255x2022,kathleenskinner@example.net,42,Male,Single,2,East Christopherton,"Geologist, engineering",0,Health,Yes,0,No,Partial,3309,1
36360,974,Julie Bell MD,(360)697-8443x963,jamesfernandez@example.net,60,Male,Married,4,Osbornefort,"Psychologist, clinical",3,Health,Yes,4,Yes,Partial,3933,1
62208,822,Shannon Mcbride,287.208.7555x1281,scottjohnson@example.com,66,Male,Single,4,North Andrea,Government social research officer,1,Home,No,3,Yes,Partial,3432,1
18937,770,Dawn Ortiz,842-965-2602x80375,ryanmartin@example.org,31,Female,Married,2,New Jennifer,Sport and exercise psychologist,0,Auto,No,0,Yes,Partial,1618,1
38333,437,Barry Bautista,622.516.2412x562,blee@example.org,60,Female,Married,2,Port Stuart,"Editor, commissioning",0,Home,No,2,No,Full,1026,0
75020,456,James Parker,+1-981-276-6927x1272,brownjesse@example.com,56,Male,Single,2,Michaelview,Paramedic,0,Auto,Yes,5,Yes,Full,3099,1
53055,209,Eric Frank,9626601945,steve14@example.com,22,Female,Single,0,South Jeffreychester,Mental health nurse,5,Health,No,3,No,Full,1152,1
67457,352,Marcia Brown,763.851.1365x68777,ericfernandez@example.com,47,Male,Married,4,New Daniel,"Scientist, clinical (histocompatibility and immunogenetics)",5,Auto,No,5,No,Full,1479,0
61352,260,Virginia Mitchell,001-548-593-7678x315,morgandavid@example.org,51,Male,Married,4,Spearstown,Armed forces training and education officer,0,Home,Yes,4,Yes,Partial,3643,0
54122,294,Jennifer Dorsey,6914705235,samanthasanders@example.com,24,Male,Married,4,South Christinebury,Lobbyist,5,Health,Yes,0,No,Partial,2168,1
93732,269,Desiree Ramsey,(706)550-4667x228,williamsheidi@example.com,36,Male,Single,2,Lake Stephanie,Maintenance engineer,2,Home,No,4,No,Partial,2572,0
58064,166,Dominique Proctor,216.570.3538x4996,brookemullen@example.net,35,Female,Single,0,Bettyview,"Teacher, music",0,Health,No,0,Yes,Full,3430,0
56056,743,Richard Dickson,7062383994,brittany39@example.org,22,Male,Single,2,Hamiltonfurt,Insurance risk surveyor,0,Auto,Yes,0,No,Full,4311,0
13989,890,Bryan Cunningham,735-759-0398x164,amclaughlin@example.org,22,Female,Single,3,Murrayshire,"Biochemist, clinical",1,Auto,No,0,Yes,Partial,2051,1
41971,427,Tamara Alvarado,(493)254-1307,francisco89@example.com,56,Female,Married,4,East Christopher,"Librarian, public",3,Home,Yes,1,Yes,Partial,4937,0
29285,121,Kimberly Lang,(637)687-4114,christinaluna@example.net,53,Female,Married,2,Reedside,Health promotion specialist,3,Health,No,1,Yes,Partial,2336,0
74637,618,Christopher Davis,(300)415-2413x4192,christinetapia@example.com,42,Female,Single,2,South Jamieberg,"Therapist, drama",2,Home,No,1,Yes,Partial,2619,0
24047,602,Brian Delgado,3729235628,gravestara@example.com,69,Female,Married,5,West Zacharyview,Speech and language therapist,5,Home,No,5,Yes,Partial,4612,0
62368,909,Keith Hall,+1-399-448-5852x350,mbaker@example.org,45,Male,Married,2,North Kennethchester,Print production planner,5,Auto,Yes,5,No,Partial,3653,0
29698,870,Evan Moore,963.843.8869x051,kyle57@example.net,21,Male,Single,3,Timtown,Politician's assistant,4,Home,No,3,No,Full,3791,0
76703,879,Andrew Campbell,001-260-325-3490x588,sheilaberg@example.net,22,Male,Single,1,Angelaview,Press sub,4,Health,Yes,0,No,Full,4770,1
97171,106,David Olsen,807.263.6419,johnroberts@example.com,53,Male,Married,3,West David,Mental health nurse,4,Home,No,4,No,Full,3729,0
35567,743,Richard Wheeler,(754)540-1604x0291,stephanie34@example.com,40,Male,Married,3,Lopezborough,"Copywriter, advertising",5,Auto,Yes,4,Yes,Full,4377,0
55445,771,Kimberly Johnson,(973)548-9226x0298,barnespatricia@example.net,56,Female,Single,1,Jamestown,Media buyer,0,Auto,No,1,Yes,Partial,2714,0
19060,979,Elizabeth Spencer,(295)669-5710,crystal99@example.net,46,Female,Single,3,Karinaton,Armed forces technical officer,0,Home,No,3,No,Full,4993,0
31103,392,Lisa Greer,3267728709,laurenvargas@example.net,27,Male,Married,5,New Matthewmouth,Colour technologist,4,Auto,No,1,No,Partial,4415,1
39144,575,Cheryl Tapia,(485)644-8333x100,louissolomon@example.net,45,Female,Single,3,Port Ronald,Further education lecturer,1,Home,No,1,No,Partial,4408,1
57977,318,Samuel Rodriguez,988.266.9748,randallpeter@example.com,70,Male,Single,5,West Sarah,Television camera operator,2,Health,Yes,1,No,Partial,2550,0
48234,960,Douglas Morris,+1-358-254-5124,ldonaldson@example.org,36,Male,Single,5,Port Christinamouth,Holiday representative,3,Home,Yes,0,No,Full,2063,0
42559,351,Ashley Young,8952119222,willisanna@example.net,48,Male,Married,5,South Juanburgh,Geophysicist/field seismologist,1,Home,No,3,No,Full,3961,0
44393,142,Garrett Ruiz,315.530.7672x87341,bwiggins@example.org,66,Male,Single,4,Palmerview,Education administrator,5,Health,No,4,Yes,Partial,1771,1
26459,512,Bonnie Moore,(895)561-2811,rogersjeffrey@example.org,49,Female,Single,2,New Frank,Field trials officer,5,Health,No,5,Yes,Full,4379,0
59046,210,Lisa Williams,380-362-8832x864,lawrencejennifer@example.net,70,Female,Single,1,North Amyville,"Designer, television/film set",2,Home,No,4,No,Partial,3039,0
42860,655,William Hunter,363-871-1481x486,kelly84@example.net,42,Female,Married,0,South Karen,Arts administrator,0,Auto,No,2,No,Full,3573,0
88188,586,Thomas Thompson,915-370-0231x4120,blamb@example.net,36,Male,Single,2,Melissaview,"Nurse, children's",2,Health,No,1,Yes,Partial,1839,1
66635,590,Stephen Hoover,701-866-2952x0382,ericsmith@example.com,61,Female,Single,5,Frederickbury,Community development worker,1,Health,Yes,4,No,Partial,1853,1
34799,191,Michael Martinez,(302)454-8344,clopez@example.com,45,Female,Single,0,Kaiserside,Industrial/product designer,4,Home,No,3,Yes,Full,2698,1
40423,663,Ronald Brown,(617)926-3886x3053,stricklandlisa@example.net,46,Male,Single,0,New Christopher,Product manager,1,Auto,Yes,3,Yes,Full,1641,1
11169,824,Angela Meadows,(301)291-0155x2019,kellymills@example.net,18,Male,Married,5,North Michaelberg,"Therapist, drama",1,Auto,Yes,0,Yes,Full,2233,1
87342,361,Gregory Williams,(401)630-9465x10184,dennismckee@example.org,63,Male,Single,0,North Mallory,Waste management officer,5,Auto,Yes,3,No,Partial,3871,0
37386,281,Jose Petersen,514.286.7922x91783,danielford@example.org,39,Male,Married,4,Lake Sheilaton,Archaeologist,0,Health,Yes,2,Yes,Full,2463,1
62214,485,Kathy Best,(702)526-8116,mary95@example.com,19,Female,Married,5,New Corey,Trade union research officer,5,Auto,Yes,2,Yes,Partial,4080,0
95644,520,Alexandra Powers,+1-554-326-9793,deannacochran@example.org,70,Female,Single,2,Port Carolynberg,Editorial assistant,5,Auto,Yes,2,Yes,Full,4774,1
52565,242,Walter Santos,897-217-0314x228,jweaver@example.org,33,Male,Married,1,Matthewborough,"Loss adjuster, chartered",3,Health,Yes,5,Yes,Full,2799,0
70742,369,Katie Waters,9358101014,brady90@example.net,59,Male,Married,1,New Glendahaven,"Designer, jewellery",3,Health,No,2,Yes,Partial,2341,1
96945,402,Timothy Grant,9452070156,williamsbradley@example.com,23,Female,Married,5,Sabrinaburgh,Legal secretary,5,Home,Yes,0,Yes,Partial,3071,0
48156,756,Grace Brown,(843)729-3895,wilkinsonamanda@example.com,36,Female,Married,2,North Jasonside,Fitness centre manager,3,Auto,No,0,Yes,Full,1013,1
31548,561,Matthew Ruiz,001-782-224-6580x856,qhowe@example.net,25,Female,Single,0,North Valeriemouth,"Geologist, engineering",1,Health,No,0,Yes,Partial,4720,1
88224,520,Timothy Wilson,8467965527,zgarza@example.com,65,Male,Married,2,Evansshire,"Surveyor, quantity",5,Auto,No,1,Yes,Partial,2415,1
45566,913,William Cross,583.701.0430x337,jessica38@example.com,63,Female,Single,4,South Paulborough,Paediatric nurse,4,Health,Yes,2,Yes,Full,1114,0
39586,341,Lance Hancock,361.938.1305x9069,brian10@example.org,29,Female,Married,1,West Ryan,Graphic designer,0,Home,No,4,No,Partial,4555,1
29808,782,Mr. Brandon Murphy,(577)963-1545,matthewgriffith@example.org,55,Male,Married,1,Bullockstad,"Nurse, children's",0,Health,No,2,Yes,Full,1147,1
38861,505,Anna Garcia,2696961599,joanne92@example.org,59,Male,Single,4,North Stevenmouth,Holiday representative,5,Health,No,3,Yes,Full,1754,1
92590,498,Katherine Thomas,698.886.1992,mendozadavid@example.org,70,Female,Married,2,South Andrew,Economist,3,Health,No,0,Yes,Full,2417,1
90590,796,Stephanie Martinez,307-850-6658x31117,fryesteven@example.org,25,Female,Single,5,Garyborough,"Psychologist, counselling",4,Health,Yes,4,No,Full,1291,0
83966,387,Stephanie Brown,001-699-808-6817x209,amandalewis@example.org,21,Male,Single,4,Amymouth,Furniture designer,4,Auto,Yes,5,Yes,Full,2643,1
26028,952,Beverly Price,265-402-5723x6707,nsmith@example.net,36,Female,Married,0,Whiteberg,Communications engineer,1,Health,No,4,Yes,Full,1384,1
46927,794,Kenneth Barber,406-925-7124x8575,arthur29@example.org,55,Female,Married,2,Lake Christine,"Nurse, mental health",5,Home,No,0,Yes,Partial,2265,0
33791,992,Billy Cruz,2258919927,michelle41@example.net,62,Male,Single,0,Philipmouth,Armed forces technical officer,4,Auto,Yes,0,No,Full,3212,1
10434,747,Anthony Black,(685)334-8257,robertsonamber@example.org,23,Male,Married,0,Clarkfort,Ambulance person,2,Health,Yes,3,No,Partial,2465,0
95338,921,Laura Hall,385-294-0713,zacharymorales@example.org,20,Female,Single,5,Lake Brian,Bonds trader,2,Home,Yes,2,Yes,Partial,4488,0
18644,636,Bradley Snyder,(623)847-5803x21399,victoria10@example.com,67,Female,Single,0,Richardberg,Secretary/administrator,3,Health,No,1,Yes,Full,1389,0
41469,650,Amber Lamb,+1-826-965-4920x4010,melaniepalmer@example.org,32,Male,Single,5,Miguelshire,Herbalist,5,Home,No,4,No,Full,2509,1
51626,640,Andrea Baker,3697261964,wsolomon@example.net,42,Female,Married,4,Georgestad,Air traffic controller,2,Health,Yes,1,No,Partial,2561,1
95629,316,Rebekah Reed,001-937-796-5640x30037,lopezjason@example.net,60,Female,Single,4,Geraldside,Risk analyst,2,Health,No,4,Yes,Full,4767,0
10691,207,Amanda Esparza,6535280089,matthew92@example.org,56,Female,Single,3,Warrenshire,Race relations officer,3,Health,No,1,Yes,Partial,2579,1
42266,299,Kimberly Mercer,+1-746-629-1272x155,lindseyanthony@example.org,60,Female,Single,4,Beasleyview,Chartered accountant,2,Health,No,3,Yes,Full,2003,1
79181,299,Terry Smith,(542)468-3914,bellbenjamin@example.com,26,Male,Single,5,South Frank,"Administrator, sports",2,Home,No,1,No,Partial,4784,0
53277,423,Donald Mills,5749065508,bclark@example.com,36,Male,Married,5,West Paul,Armed forces logistics/support/administrative officer,5,Home,No,3,Yes,Full,1495,1
24728,856,David Smith,+1-982-270-5358x616,micheal06@example.com,37,Male,Married,1,Frankland,"Pilot, airline",3,Health,Yes,2,No,Partial,1430,1
97395,664,Amanda Miller,(898)620-8288,livingstonjames@example.org,70,Male,Single,5,Maryshire,Pension scheme manager,1,Home,No,1,No,Partial,4145,0
29618,132,Erica Vaughan,(219)894-8276x45554,qlewis@example.org,54,Female,Married,5,Stevenborough,Television floor manager,1,Home,Yes,0,No,Full,4363,0
46514,565,Danielle Combs,250-740-4463,sramirez@example.org,40,Male,Single,2,North Amber,"Producer, radio",5,Auto,Yes,5,Yes,Full,4484,1
50115,418,Laura Hogan,(844)816-6708x532,claudiamorrow@example.com,25,Male,Single,3,New Erika,Interior and spatial designer,4,Home,No,4,No,Partial,3652,0
45435,203,Emily Gonzalez,001-539-256-4317x03107,graybarbara@example.org,43,Female,Married,0,Duaneport,Seismic interpreter,3,Health,Yes,3,Yes,Partial,2763,0
56832,258,Glen Green,251-636-2460,patricia13@example.com,51,Male,Married,2,East Troybury,Accommodation manager,2,Health,Yes,0,Yes,Full,3469,0
26899,469,Dustin Johnson,001-422-592-9970x8869,adriana26@example.org,47,Female,Married,5,Morrisonshire,"Surveyor, mining",1,Health,Yes,2,Yes,Partial,4422,0
13245,951,Debbie Holmes,+1-663-759-8536x430,reyescatherine@example.net,43,Female,Married,0,Wellsborough,Estate agent,5,Health,Yes,1,Yes,Partial,2633,0
84438,967,Dennis Parker,849-634-8632x5966,juanhoward@example.net,21,Female,Single,5,Marcusbury,Osteopath,2,Auto,Yes,0,Yes,Partial,2550,1
74753,786,Kristen Wolf,+1-909-944-6282x48896,armstrongrobin@example.net,59,Male,Married,2,Port Kristopher,"Engineer, control and instrumentation",4,Auto,No,2,No,Full,1377,1
99115,990,Michael Peterson,001-234-651-7068x5751,tara11@example.org,31,Female,Single,5,Tonyburgh,"Engineer, materials",1,Auto,Yes,4,Yes,Full,2812,0
50621,629,Michelle Andrade,977.992.5085x30282,carla37@example.com,32,Female,Married,1,Jefferyside,Ambulance person,3,Health,No,4,No,Partial,3353,0
98967,307,Savannah Pratt,+1-459-345-6352x5924,kelly42@example.org,62,Male,Married,0,New Aprilview,"Scientist, audiological",5,Home,Yes,2,Yes,Full,1598,1
53006,928,Peter Dalton,(961)458-6535,dustin21@example.org,64,Male,Single,5,Martinberg,"Engineer, chemical",4,Home,Yes,2,Yes,Partial,3461,1
98473,860,George Beck,(998)274-8651x331,chapmancatherine@example.com,19,Female,Single,0,Port Daniel,Geophysical data processor,3,Health,Yes,1,Yes,Full,3183,0
77084,237,Jennifer Mitchell,389.360.2266,transarah@example.org,54,Female,Married,4,Vaughnton,Cabin crew,2,Health,Yes,0,No,Partial,1491,1
60371,483,Stephanie Stewart,359-908-2308x49404,scottbrewer@example.org,55,Male,Married,2,Anthonyville,Quality manager,1,Auto,No,2,No,Partial,4293,0
99606,113,Michael Mccoy,471-895-5543,richardgriffin@example.org,62,Female,Single,2,East Adrianmouth,"Education officer, museum",3,Health,No,3,Yes,Partial,3888,0
42406,135,Kelly Carrillo,001-294-285-8854,xwalker@example.org,38,Male,Married,5,Mayview,Logistics and distribution manager,4,Auto,No,3,No,Partial,3066,1
70326,667,Richard Estrada,(800)624-4353,quinntoni@example.com,40,Male,Single,0,Bowersberg,Public affairs consultant,0,Health,Yes,2,No,Partial,2895,1
36549,427,Kristie Huynh,(594)992-4597,nrodriguez@example.com,30,Female,Single,3,North Natasha,"Production assistant, television",3,Health,No,2,Yes,Partial,4149,0
35226,609,Robert Watson,234-634-6426,joshuajackson@example.org,55,Male,Single,5,Smithmouth,Accounting technician,5,Health,No,3,No,Full,1499,1
46159,387,Lance Smith,972-840-3725x35843,erica65@example.com,62,Male,Single,2,Wyattshire,Engineering geologist,4,Home,No,1,No,Full,4520,1
79880,508,Brittany Wong,001-376-214-8234x6313,davenporttim@example.org,53,Female,Married,5,West Eddiemouth,Homeopath,4,Auto,Yes,1,Yes,Full,2140,0
84281,429,Brandon Orozco,777-602-6755x314,gilescharles@example.com,23,Male,Married,5,Port Sarahton,Hydrographic surveyor,5,Home,No,0,Yes,Full,3679,1
73424,516,Nicholas Love,(794)382-1086,abbottbrittany@example.net,47,Male,Single,1,Barrettmouth,Training and development officer,3,Health,Yes,0,No,Full,3558,1
